,Network,User,Date,Text,Positive,Neutral,Negative,Compound
103,@FoxNews,Proud Boy,Wed Nov 01 04:01:53 +0000 2017,"RT @WalshFreedom: I just heard @FoxNews call it a ""deadly truck attack.""

Bullshit. A truck can't move on it's own. A Muslim terrorist was¡­",0.0,0.679,0.321,-0.8591
104,@FoxNews,MD,Wed Nov 01 04:01:52 +0000 2017,"RT @FoxNews: Watch @IngrahamAngle's monologue: ""The people took their power back on Election Day, and the establishment is mad as hell."" ht¡­",0.0,0.868,0.132,-0.4939
105,@FoxNews,Evolutionology,Wed Nov 01 04:01:52 +0000 2017,"How EVOLVED are your views on Religion? Take the QUIZ and find out:
https://t.co/RpjEclehMY
@CNN @Foxnews https://t.co/tRA2DATuOm",0.0,1.0,0.0,0.0
106,@FoxNews,Ronald Walker,Wed Nov 01 04:01:50 +0000 2017,@FoxNews @IngrahamAngle That is absolutely correct!!!,0.0,1.0,0.0,0.0
107,@FoxNews,Carter Reed,Wed Nov 01 04:01:49 +0000 2017,"RT @FoxNews: OPINION: New York terror attack -We've seen the face of evil but our politicians want us to look away
 https://t.co/nVrPRKbAUD",0.055,0.682,0.263,-0.6705
108,@FoxNews,Kimberly Monday,Wed Nov 01 04:01:49 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
109,@FoxNews,Sam I Am,Wed Nov 01 04:01:49 +0000 2017,"@jrasmussbbn @tsykes8888 @seanhannity @FoxNews @realDonaldTrump Yeah, they also echoed a lot of Trumps bullshit abo¡­ https://t.co/QggCf7DV04",0.116,0.684,0.2,-0.3818
110,@FoxNews,Joan,Wed Nov 01 04:01:48 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
111,@FoxNews,Loretta Frasquillo,Wed Nov 01 04:01:48 +0000 2017,"@JudgeJeanine @FoxNews it's funny she wrote an entire book on What happened I can sum it up in 2 words ""you lost"".",0.132,0.868,0.0,0.4404
112,@FoxNews,Truth Trump Lies,Wed Nov 01 04:01:48 +0000 2017,RT @AKMMitchell: .@seanhannity and @TuckerCarlson - Watch Dimwit's Denial Monday thru Friday only on @FoxNews. https://t.co/KG61r5CjdR,0.0,1.0,0.0,0.0
113,@FoxNews,pastor moustafa Eid,Wed Nov 01 04:01:46 +0000 2017,@amagrammie @RuthieRedSox @He_Has_Failed @michaelbeatty3 @carrieksada @BigLeague2020 @LeahR77 @BethanyJuno¡­ https://t.co/42WhJmBRxb,0.0,1.0,0.0,0.0
114,@FoxNews,Louis Boulanges,Wed Nov 01 04:01:46 +0000 2017,RT @TuckerCarlson: .@brithume: These kinds of attacks can not take down Western Civilization. #Tucker @FoxNews,0.0,0.828,0.172,-0.4404
115,@FoxNews,444 (Four),Wed Nov 01 04:01:46 +0000 2017,@informationplz_ @FoxNews Right,0.0,1.0,0.0,0.0
116,@FoxNews,Banshee,Wed Nov 01 04:01:44 +0000 2017,"RT @FoxNews: .@marklevinshow on U.S. gov't vetting process: ""It's a lottery system. That's no way to run an immigration system.""  https://t¡­",0.0,0.896,0.104,-0.296
117,@FoxNews,CTmommy,Wed Nov 01 04:01:44 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
118,@FoxNews,Queso del Diablo,Wed Nov 01 04:01:44 +0000 2017,"@ZombieTrump69 @thewieser @Sheepdogleader @TraveliNupe @Jimthemathman @FoxNews @IngrahamAngle Aw, honeycakes - don'¡­ https://t.co/wKvstCkORn",0.0,1.0,0.0,0.0
119,@FoxNews,Catherine Siena,Wed Nov 01 04:01:44 +0000 2017,"RT @FoxNews: ""I refuse to live in fear"" The NYC terror attack didn't keep huge crowds from the annual Halloween Parade #NYCStrong https://t¡­",0.0,0.565,0.435,-0.9163
120,@FoxNews,Mia??,Wed Nov 01 04:01:44 +0000 2017,"RT @FoxNews: .@IngrahamAngle: Americans are not going to accept radical Islamic terrorism as the ""new normal"" https://t.co/elW7gg5xBb",0.0,0.689,0.311,-0.7772
121,@FoxNews,¡îPhantom71'¡î,Wed Nov 01 04:01:43 +0000 2017,"@FoxNews @IngrahamAngle click over to Cnn all they have is non stop coverage of how slick Bob Mueller is. Manafort,¡­ https://t.co/WzTvOAnyGM",0.0,0.901,0.099,-0.296
122,@FoxNews,JasoNice,Wed Nov 01 04:01:43 +0000 2017,@JohnstonWriter @Manongjojo09 @norjohnston06 @RBrookman34 @partyofthepeopl @jrasmussbbn @tsykes8888 @seanhannity¡­ https://t.co/YizabnDpnH,0.0,1.0,0.0,0.0
123,@FoxNews,Behind Blue Eyes,Wed Nov 01 04:01:41 +0000 2017,@FoxNews @IngrahamAngle Bring charges against them for not representing us,0.0,0.811,0.189,-0.2732
124,@FoxNews,Mary Adiutori,Wed Nov 01 04:01:39 +0000 2017,@LindseyGrahamSC @ShannonBream @FoxNews Take away Trumps power until the Russian Probe is over,0.0,1.0,0.0,0.0
125,@FoxNews,tay????,Wed Nov 01 04:01:39 +0000 2017,@FoxNews @CLewandowski_ https://t.co/no7zFdppeB,0.0,1.0,0.0,0.0
126,@FoxNews,David Turley,Wed Nov 01 04:01:37 +0000 2017,"@marilynmonrowon @FoxNews @POTUS That truth, it's a bitc* yeah. But you're arguing against my facts. You don't get¡­ https://t.co/G7N7mP6zHC",0.2,0.667,0.133,0.128
127,@FoxNews,BS,Wed Nov 01 04:01:37 +0000 2017,@AnnCarolPerry1 @stop_ur_crap @valchappy1 @FoxNews @IngrahamAngle What¡¯s a baby finger? Are you saying Trump has a small penis?,0.0,1.0,0.0,0.0
128,@FoxNews,RoninFiji,Wed Nov 01 04:01:37 +0000 2017,RT @FoxNews: OPINION: @mattgaetz: The NFL is attacking an America that has treated it very well. Time to end the tax breaks https://t.co/Q7¡­,0.091,0.796,0.114,-0.1548
129,@FoxNews,Frankie Hollywood,Wed Nov 01 04:01:37 +0000 2017,@Jimthemathman @MAGA_GUY @FoxNews @IngrahamAngle Are you serious?,0.0,0.822,0.178,-0.0772
130,@FoxNews,Shirley,Wed Nov 01 04:01:36 +0000 2017,@karjar358 @geoffreyrensi @Winky_Dinky_Dog @AmazingDouglass @FoxNews @IngrahamAngle Yes please you are so correct build the wall,0.278,0.722,0.0,0.6124
131,@FoxNews,william d mutters,Wed Nov 01 04:01:36 +0000 2017,@FoxNews one day. all these bleeding hart liberals are going to look up wondering what the hell happen. when they don't recognize the US.,0.0,0.833,0.167,-0.6808
132,@FoxNews,Dianne Jester,Wed Nov 01 04:01:36 +0000 2017,"RT @FoxNews: .@IngrahamAngle: Americans are not going to accept radical Islamic terrorism as the ""new normal"" https://t.co/elW7gg5xBb",0.0,0.689,0.311,-0.7772
133,@FoxNews,linda,Wed Nov 01 04:01:36 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
134,@FoxNews,Shane McGinnis,Wed Nov 01 04:01:36 +0000 2017,"RT @FoxNews: Watch @IngrahamAngle's monologue: ""The people took their power back on Election Day, and the establishment is mad as hell."" ht¡­",0.0,0.868,0.132,-0.4939
135,@FoxNews,Salvatore DiSanto,Wed Nov 01 04:01:36 +0000 2017,"@FoxNews @POTUS @DHSgov Maybe he should¡¯ve vetted Manafort, Gates, Popadopolous, et. al. And that¡¯s just the indict¡­ https://t.co/DAGi9BxATO",0.0,1.0,0.0,0.0
136,@FoxNews,Steph?MyPOTUS Trump,Wed Nov 01 04:01:35 +0000 2017,RT @FoxNews: .@realDonaldTrump tweeted this message about ISIS following an act of terror in New York City Tuesday afternoon. https://t.co/¡­,0.0,0.848,0.152,-0.5267
137,@FoxNews,billymjones55@gmail.,Wed Nov 01 04:01:34 +0000 2017,Democratic group pulls ad targeting Virginia governor hopeful Ed Gillespie's supporters https://t.co/EDsx34QcDv via the @FoxNews,0.323,0.677,0.0,0.7351
138,@FoxNews,Freedom isn't free,Wed Nov 01 04:01:34 +0000 2017,RT @PatrioticCindy: Not a gun?Not a Knife?Not a Bomb?Not a plane ?? ?But a Truck??Timeline of recent vehicle attacks in Europe @FoxNews  ht¡­,0.0,0.854,0.146,-0.4404
139,@FoxNews,Mitchell Henderson,Wed Nov 01 04:01:34 +0000 2017,@Fossil_B_Bear @SarahSm39566870 @SParsaid @AnneMoose1 @FreemarketAnarc @DeBarthej @alllibertynews @OutlawedMind¡­ https://t.co/fCZb3yWL82,0.0,1.0,0.0,0.0
140,@FoxNews,James,Wed Nov 01 04:01:33 +0000 2017,@FoxNews He's look like Colin Kaepernick,0.333,0.667,0.0,0.3612
141,@FoxNews,BronyFurious,Wed Nov 01 04:01:33 +0000 2017,"@Snowflakemeltor @Nadiasalvino @john_abrahamson @FoxNews Face it. If God is real, he's Rick Sanchez. Causing Massiv¡­ https://t.co/Q8L0oOVK4X",0.123,0.877,0.0,0.2732
142,@FoxNews,Lola Verita,Wed Nov 01 04:01:33 +0000 2017,RT @lola_verita: @FoxNews @IngrahamAngle Oh hell no! Stop Muslim immigration! They helped create terrorists! The hate Jews gays n freedoms!¡­,0.064,0.393,0.543,-0.9507
143,@FoxNews,Prince Bowaa,Wed Nov 01 04:01:33 +0000 2017,@6th_coming @FoxNews @IngrahamAngle  https://t.co/ElfGzmciNG,0.0,1.0,0.0,0.0
144,@FoxNews,CitizenObservers,Wed Nov 01 04:01:33 +0000 2017,"@FoxNews Lights are great, but the #NYCStrong mayor allowed a guy with an expired visa linked to #ISIS to kill¡­ https://t.co/eiOHVcMi3T",0.118,0.882,0.0,0.3716
145,@FoxNews,Sonya Shuler,Wed Nov 01 04:01:32 +0000 2017,"@Metalheadkha @tonipelori @JasonNewborne @FoxNews @EWErickson Yeah, I know. They told me they want the US to be a s¡­ https://t.co/FzrpBMbHTa",0.179,0.821,0.0,0.3612
146,@FoxNews,AER ????,Wed Nov 01 04:01:32 +0000 2017,"RT @Ewwinetime: @FoxNews @BretBaier @TuckerCarlson Same guests, same chatter every day. Try something new @JGilliam_SEAL #SheepNoMore #terr¡­",0.0,1.0,0.0,0.0
147,@FoxNews,Julia S?,Wed Nov 01 04:01:31 +0000 2017,"RT @FoxNews: OPINION: New York terror attack -We've seen the face of evil but our politicians want us to look away
 https://t.co/nVrPRKbAUD",0.055,0.682,0.263,-0.6705
148,@FoxNews,Jon C Greco,Wed Nov 01 04:01:31 +0000 2017,"@FoxNews @IngrahamAngle The liberals are lobbing POTUS to band automatic vehicles, with high capacity engines, alon¡­ https://t.co/DrPiufD7TS",0.0,1.0,0.0,0.0
149,@FoxNews,Lola Verita,Wed Nov 01 04:01:30 +0000 2017,@FoxNews @IngrahamAngle Oh hell no! Stop Muslim immigration! They helped create terrorists! The hate Jews gays n fr¡­ https://t.co/so6Q1z0AuV,0.066,0.378,0.556,-0.9483
150,@FoxNews,Trollhunter,Wed Nov 01 04:01:29 +0000 2017,"RT @FoxNews: .@IngrahamAngle: Americans are not going to accept radical Islamic terrorism as the ""new normal"" https://t.co/elW7gg5xBb",0.0,0.689,0.311,-0.7772
151,@FoxNews,Alex S.Vasquez,Wed Nov 01 04:01:28 +0000 2017,@LauraLoomer @ShepNewsTeam @FoxNews @CNN Well Shepard Smith is just him.  He doesn't care.  He voices his own perso¡­ https://t.co/zII0cauuE9,0.097,0.782,0.121,-0.1351
152,@FoxNews,Lynne Saint Urbain,Wed Nov 01 04:01:28 +0000 2017,"RT @FoxNews: .@IngrahamAngle: Americans are not going to accept radical Islamic terrorism as the ""new normal"" https://t.co/elW7gg5xBb",0.0,0.689,0.311,-0.7772
153,@FoxNews,hockeyfan666666,Wed Nov 01 04:01:28 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
154,@FoxNews,dqlpc,Wed Nov 01 04:01:27 +0000 2017,"@FlanaganLiss @FoxNews @IngrahamAngle Yeah, like not letting the Sec of State sell out national security to Russia¡­ https://t.co/wPMvDOVPFY",0.321,0.679,0.0,0.7269
155,@FoxNews,Jason Newborne ??,Wed Nov 01 04:01:27 +0000 2017,@SonyaShuler @Metalheadkha @tonipelori @FoxNews @EWErickson Taking a donation is not illegal in this case. Doesn¡¯t matter. Not illegal.,0.332,0.668,0.0,0.7139
156,@FoxNews,Jon C Greco,Wed Nov 01 04:01:26 +0000 2017,"RT @FoxNews: .@IngrahamAngle: Americans are not going to accept radical Islamic terrorism as the ""new normal"" https://t.co/elW7gg5xBb",0.0,0.689,0.311,-0.7772
157,@FoxNews,Mickey,Wed Nov 01 04:01:26 +0000 2017,"@FoxNews @akawhit1 @IngrahamAngle Ban all vehicles, the truck killed people not the driver, liberal thinking.",0.0,0.616,0.384,-0.8442
158,@FoxNews,Candy Hazen-Bell,Wed Nov 01 04:01:26 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
159,@FoxNews,Lighten Up,Wed Nov 01 04:01:26 +0000 2017,@CarlGist @FoxNews @IngrahamAngle Agreed but can we talk about them one at a time? The solutions may be and probably are different,0.159,0.841,0.0,0.3818
160,@FoxNews,leeora kronen,Wed Nov 01 04:01:25 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
161,@FoxNews,Alo Mythos,Wed Nov 01 04:01:25 +0000 2017,@Chet_Cannon @MrEdTrain @FoxNews @CNN Fox better than CNNbut sheep Shep went on about how easy it would b to mistak¡­ https://t.co/AmIvZwLx4d,0.244,0.756,0.0,0.7003
162,@FoxNews,DaveOtt,Wed Nov 01 04:01:24 +0000 2017,@sanford943 @Crackin4pr @viking053 @LithuanianRob @IngrahamAngle @FoxNews Nope - Some Words Were Meant For certain People . she¡¯s a cunt,0.109,0.725,0.166,-0.2732
163,@FoxNews,Troy Marriott,Wed Nov 01 04:01:24 +0000 2017,@FoxNews @IngrahamAngle Her parents must be so proud.... NOT,0.0,1.0,0.0,0.0
164,@FoxNews,LANI CZAJA,Wed Nov 01 04:01:24 +0000 2017,@PatricySullivan @brendajoanneWY @UndrBillsDesk @FoxNews @HillaryClinton Omg.,0.0,1.0,0.0,0.0
165,@FoxNews,Beth Harrington,Wed Nov 01 04:01:23 +0000 2017,"RT @FoxNews: .@IngrahamAngle: Americans are not going to accept radical Islamic terrorism as the ""new normal"" https://t.co/elW7gg5xBb",0.0,0.689,0.311,-0.7772
166,@FoxNews,Steph?MyPOTUS Trump,Wed Nov 01 04:01:23 +0000 2017,"RT @FoxNews: .@BernardKerik on terror attacks: ""They're going to kill us if we don't kill them."" #TheStory https://t.co/RPZO6gTtmA https://¡­",0.0,0.489,0.511,-0.9493
167,@FoxNews,Darr,Wed Nov 01 04:01:22 +0000 2017,"RT @FoxNews: .@IngrahamAngle: Americans are not going to accept radical Islamic terrorism as the ""new normal"" https://t.co/elW7gg5xBb",0.0,0.689,0.311,-0.7772
168,@FoxNews,Catherine Siena,Wed Nov 01 04:01:21 +0000 2017,RT @FoxNews: JUST IN: Fox News confirms this 2016 mugshot shows NYC terror suspect Sayfullo Saipov  https://t.co/vvlAN2lWeD https://t.co/x5¡­,0.0,0.741,0.259,-0.6808
169,@FoxNews,Slick,Wed Nov 01 04:01:21 +0000 2017,"RT @FoxNews: Watch @IngrahamAngle's monologue: ""The people took their power back on Election Day, and the establishment is mad as hell."" ht¡­",0.0,0.868,0.132,-0.4939
170,@FoxNews,Walter Noah,Wed Nov 01 04:01:20 +0000 2017,"@NileIsaac @ginamarie1925 @Occupy007 @FoxNews There's a reason why we put Trump in office.
Israel has a YUUUGE gree¡­ https://t.co/76d2WT58FC",0.0,1.0,0.0,0.0
171,@FoxNews,Patrick Oconnor,Wed Nov 01 04:01:20 +0000 2017,@BiseAhmed @xclusiveImpact9 @FoxNews So move there!,0.0,1.0,0.0,0.0
172,@FoxNews,Alex Simmons,Wed Nov 01 04:01:20 +0000 2017,RT @FoxNews: .@POTUS wasted no time in letting Americans know that he wants @DHSgov to step up the extreme vetting program https://t.co/PUT¡­,0.0,0.787,0.213,-0.6597
173,@FoxNews,Dave Edwards,Wed Nov 01 04:01:19 +0000 2017,"@FoxNews @IngrahamAngle If it was the Politicians family memrs that was killed it wud B a differnt story, but U hve¡­ https://t.co/cYrvg5vYpQ",0.0,0.867,0.133,-0.4118
174,@FoxNews,Chris Kudlacz,Wed Nov 01 04:01:19 +0000 2017,"@FoxNews It's the FBI not HR. What a stupid thing to suggest.

That's not the job of the FBI &amp; the dumbest cop out I have ever heard",0.092,0.798,0.11,-0.1341
175,@FoxNews,David Price,Wed Nov 01 04:01:17 +0000 2017,"RT @ArianeBellamar: @ryanthomasb I do.  I ?? an unforeseen ally; @FoxNews, who broke this. I wouldn¡¯t have been more surprised if I woke up¡­",0.095,0.783,0.122,-0.1548
176,@FoxNews,Pressplay,Wed Nov 01 04:01:17 +0000 2017,@PrMnsLeeTrevino @theleadingnews @mmgonline @FoxNews https://t.co/xfSISJ7cGh,0.0,1.0,0.0,0.0
177,@FoxNews,Maria Rivera,Wed Nov 01 04:01:17 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
178,@FoxNews,Steph?MyPOTUS Trump,Wed Nov 01 04:01:16 +0000 2017,"RT @FoxNews: BREAKING: NYC attack suspect was from Uzbekistan, had green card, source tells Fox News  https://t.co/RPZO6hb4La",0.0,0.739,0.261,-0.6486
179,@FoxNews,Catherine Siena,Wed Nov 01 04:01:16 +0000 2017,RT @FoxNews: .@IngrahamAngle: We shouldn't lose 1 more American life b/c politicians don't have the nerve...to do what's necessary to secur¡­,0.106,0.894,0.0,0.3089
180,@FoxNews,iLLiAM,Wed Nov 01 04:01:16 +0000 2017,@Trumpapedia @FoxNews no it wouldnt have,0.0,0.694,0.306,-0.296
181,@FoxNews,hangover,Wed Nov 01 04:01:16 +0000 2017,@FoxNews @IngrahamAngle Really???Thats deep,0.0,1.0,0.0,0.0
182,@FoxNews,George Morton,Wed Nov 01 04:01:15 +0000 2017,@MichelleDunla12 @FoxNews You mean Obama and Clinton! 8 years of corruption! And allowing Muslim terrorists to infi¡­ https://t.co/SBPvyJVMgG,0.0,0.774,0.226,-0.6892
183,@FoxNews,Emily Timm,Wed Nov 01 04:01:14 +0000 2017,@FoxNews @IngrahamAngle Trump is going down!,0.0,1.0,0.0,0.0
184,@FoxNews,StephenPLee,Wed Nov 01 04:01:14 +0000 2017,"@lorrainekaack @FoxNews @IngrahamAngle 

8 yrs. of brainwashing. Look what it did.
#MAGA",0.0,0.8,0.2,-0.3612
185,@FoxNews,I am the Predisent,Wed Nov 01 04:01:14 +0000 2017,@thelaynee @EthanOppenheim @Dubalicious1971 @LindaLo97561624 @Liberallogic5 @SheilaNJ @stephen_bobick @inesison¡­ https://t.co/4rMDvKI5vd,0.0,1.0,0.0,0.0
186,@FoxNews,Harriet Baldwin,Wed Nov 01 04:01:14 +0000 2017,"RT @FoxNews: Watch @IngrahamAngle's monologue: ""The people took their power back on Election Day, and the establishment is mad as hell."" ht¡­",0.0,0.868,0.132,-0.4939
187,@FoxNews,Smarty Pants,Wed Nov 01 04:01:14 +0000 2017,@FoxNews #FakeNews playing to the base with a total exaggeration. An attempt to inflame the moron horde,0.095,0.737,0.168,-0.34
188,@FoxNews,billymjones55@gmail.,Wed Nov 01 04:01:14 +0000 2017,Timeline of recent vehicle attacks in Europe https://t.co/Ppi8UMYSAM via the @FoxNews,0.0,0.775,0.225,-0.4404
189,@FoxNews,John Schaper,Wed Nov 01 04:01:13 +0000 2017,@polishprincessh @FoxNews Shepard Smith sucks. both personally and professionally.,0.0,0.762,0.238,-0.3612
190,@FoxNews,grannystanding4Truth,Wed Nov 01 04:01:13 +0000 2017,"RT @docrocktex26: At this rate I might actually watch a little @FoxNews today, just for the schadenfreude.?#MuellerMonday",0.0,1.0,0.0,0.0
191,@FoxNews,Larry Putnam,Wed Nov 01 04:01:13 +0000 2017,"RT @BlissTabitha: Do NOT listen to the advice on ??from dhimmi, jihad apologist &amp; Sharia enforcer, @LindseyGrahamSC on @FoxNews #tcot
https¡­",0.0,1.0,0.0,0.0
192,@FoxNews,gab.ai/rickybird,Wed Nov 01 04:01:13 +0000 2017,RT @MichelleDiana: ¡°The lone wolf thing is a cop out¡± - @RaheemKassam on @FoxNews with @ShannonBream on New York terror attack #NYCStrong,0.0,0.664,0.336,-0.8225
193,@FoxNews,Julia S?,Wed Nov 01 04:01:12 +0000 2017,"RT @AIIAmericanGirI: NYC attack: Trump calls for stronger 'extreme vetting' @FoxNews
https://t.co/igtZqyKeoQ",0.166,0.637,0.197,-0.128
194,@FoxNews,Joe Mama,Wed Nov 01 04:01:12 +0000 2017,@FoxNews @HillaryClinton Fuck off cuntbag!,0.0,0.513,0.487,-0.5848
195,@FoxNews,Gregory Blysard,Wed Nov 01 04:01:11 +0000 2017,"RT @_metafizik: ""This kind of coverage does the viewer a huge disservice &amp; further divides the country,"" a @FoxNews person told CNN.https:/¡­",0.108,0.892,0.0,0.3182
196,@FoxNews,Catherine Siena,Wed Nov 01 04:01:11 +0000 2017,"RT @FoxNews: One World Trade Center is lit in red, white and blue in honor of ""freedom &amp; democracy"" after today's deadly terror attack in N¡­",0.206,0.613,0.181,0.2263
197,@FoxNews,Frankie Hollywood,Wed Nov 01 04:01:11 +0000 2017,@Jimthemathman @FoxNews @IngrahamAngle Guns dont kill people.  Its the trucks.,0.293,0.707,0.0,0.5773
198,@FoxNews,suzy619,Wed Nov 01 04:01:10 +0000 2017,@stop_ur_crap @valchappy1 @FoxNews @AnnCarolPerry1 @IngrahamAngle Your man will go down in history as the most corr¡­ https://t.co/n5QGwWhSqA,0.0,1.0,0.0,0.0
199,@FoxNews,Steph?MyPOTUS Trump,Wed Nov 01 04:01:10 +0000 2017,RT @FoxNews: Democratic group pulls ad targeting VA gov hopeful @EdWGillespie's supporters in the wake of the NYC terror attack. https://t.¡­,0.209,0.572,0.219,-0.0772
